trial,context,early,cue,motion,color,context_freq,motion_freq,color_freq,target_freq,response_freq,correct_response,congruent
50,0,1,0,0,1,0.59999999999999998,0.40000000000000002,0.80000000000000004,0.23999999999999999,0.68000000000000005,0.0,False
51,0,1,0,0,1,0.59999999999999998,0.40000000000000002,0.80000000000000004,0.35999999999999999,0.68000000000000005,0.0,False
52,0,1,0,0,1,0.59999999999999998,0.40000000000000002,0.80000000000000004,0.35999999999999999,0.68000000000000005,0.0,False
53,0,1,0,0,1,0.59999999999999998,0.40000000000000002,0.80000000000000004,0.35999999999999999,0.68000000000000005,0.0,False
54,0,1,0,0,1,0.59999999999999998,0.40000000000000002,0.80000000000000004,0.35999999999999999,0.68000000000000005,0.0,False
55,0,1,0,0,1,0.59999999999999998,0.40000000000000002,0.80000000000000004,0.35999999999999999,0.68000000000000005,0.0,False
56,0,1,0,1,1,0.59999999999999998,0.59999999999999998,0.80000000000000004,0.35999999999999999,0.31999999999999995,1.0,True
57,0,1,0,1,1,0.59999999999999998,0.59999999999999998,0.80000000000000004,0.35999999999999999,0.31999999999999995,1.0,True
58,0,1,0,1,1,0.59999999999999998,0.59999999999999998,0.80000000000000004,0.35999999999999999,0.31999999999999995,1.0,True
59,0,1,0,1,1,0.59999999999999998,0.59999999999999998,0.80000000000000004,0.35999999999999999,0.31999999999999995,1.0,True
60,0,1,0,1,1,0.59999999999999998,0.59999999999999998,0.80000000000000004,0.23999999999999999,0.31999999999999995,1.0,True
61,0,1,0,1,1,0.59999999999999998,0.59999999999999998,0.80000000000000004,0.23999999999999999,0.31999999999999995,1.0,True
62,0,1,0,1,0,0.59999999999999998,0.59999999999999998,0.20000000000000001,0.23999999999999999,0.31999999999999995,1.0,False
63,0,1,0,1,0,0.59999999999999998,0.59999999999999998,0.20000000000000001,0.23999999999999999,0.31999999999999995,1.0,False
64,0,1,0,1,0,0.59999999999999998,0.59999999999999998,0.20000000000000001,0.35999999999999999,0.31999999999999995,1.0,False
65,1,1,0,0,1,0.40000000000000002,0.40000000000000002,0.80000000000000004,0.32000000000000006,0.31999999999999995,1.0,False
66,1,1,0,0,1,0.40000000000000002,0.40000000000000002,0.80000000000000004,0.32000000000000006,0.31999999999999995,1.0,False
67,1,1,0,0,1,0.40000000000000002,0.40000000000000002,0.80000000000000004,0.32000000000000006,0.31999999999999995,1.0,False
68,1,1,0,0,1,0.40000000000000002,0.40000000000000002,0.80000000000000004,0.080000000000000016,0.31999999999999995,1.0,False
69,1,1,0,1,1,0.40000000000000002,0.59999999999999998,0.80000000000000004,0.080000000000000016,0.31999999999999995,1.0,True
70,1,1,0,1,1,0.40000000000000002,0.59999999999999998,0.80000000000000004,0.32000000000000006,0.31999999999999995,1.0,True
71,1,1,0,1,1,0.40000000000000002,0.59999999999999998,0.80000000000000004,0.32000000000000006,0.31999999999999995,1.0,True
72,1,1,0,1,1,0.40000000000000002,0.59999999999999998,0.80000000000000004,0.32000000000000006,0.31999999999999995,1.0,True
73,1,1,0,1,0,0.40000000000000002,0.59999999999999998,0.20000000000000001,0.32000000000000006,0.68000000000000005,0.0,False
74,1,1,0,1,0,0.40000000000000002,0.59999999999999998,0.20000000000000001,0.32000000000000006,0.68000000000000005,0.0,False
75,0,1,1,0,1,0.59999999999999998,0.40000000000000002,0.80000000000000004,0.35999999999999999,0.68000000000000005,0.0,False
76,0,1,1,0,1,0.59999999999999998,0.40000000000000002,0.80000000000000004,0.35999999999999999,0.68000000000000005,0.0,False
77,0,1,1,0,1,0.59999999999999998,0.40000000000000002,0.80000000000000004,0.35999999999999999,0.68000000000000005,0.0,False
78,0,1,1,0,1,0.59999999999999998,0.40000000000000002,0.80000000000000004,0.35999999999999999,0.68000000000000005,0.0,False
79,0,1,1,0,1,0.59999999999999998,0.40000000000000002,0.80000000000000004,0.35999999999999999,0.68000000000000005,0.0,False
80,0,1,1,0,1,0.59999999999999998,0.40000000000000002,0.80000000000000004,0.23999999999999999,0.68000000000000005,0.0,False
81,0,1,1,1,1,0.59999999999999998,0.59999999999999998,0.80000000000000004,0.23999999999999999,0.31999999999999995,1.0,True
82,0,1,1,1,1,0.59999999999999998,0.59999999999999998,0.80000000000000004,0.23999999999999999,0.31999999999999995,1.0,True
83,0,1,1,1,1,0.59999999999999998,0.59999999999999998,0.80000000000000004,0.23999999999999999,0.31999999999999995,1.0,True
84,0,1,1,1,1,0.59999999999999998,0.59999999999999998,0.80000000000000004,0.23999999999999999,0.31999999999999995,1.0,True
85,0,1,1,1,1,0.59999999999999998,0.59999999999999998,0.80000000000000004,0.23999999999999999,0.31999999999999995,1.0,True
86,0,1,1,1,1,0.59999999999999998,0.59999999999999998,0.80000000000000004,0.35999999999999999,0.31999999999999995,1.0,True
87,0,1,1,1,0,0.59999999999999998,0.59999999999999998,0.20000000000000001,0.35999999999999999,0.31999999999999995,1.0,False
88,0,1,1,1,0,0.59999999999999998,0.59999999999999998,0.20000000000000001,0.35999999999999999,0.31999999999999995,1.0,False
89,0,1,1,1,0,0.59999999999999998,0.59999999999999998,0.20000000000000001,0.35999999999999999,0.31999999999999995,1.0,False
90,1,1,1,0,1,0.40000000000000002,0.40000000000000002,0.80000000000000004,0.32000000000000006,0.31999999999999995,1.0,False
91,1,1,1,0,1,0.40000000000000002,0.40000000000000002,0.80000000000000004,0.32000000000000006,0.31999999999999995,1.0,False
92,1,1,1,0,1,0.40000000000000002,0.40000000000000002,0.80000000000000004,0.32000000000000006,0.31999999999999995,1.0,False
93,1,1,1,0,1,0.40000000000000002,0.40000000000000002,0.80000000000000004,0.32000000000000006,0.31999999999999995,1.0,False
94,1,1,1,1,1,0.40000000000000002,0.59999999999999998,0.80000000000000004,0.32000000000000006,0.31999999999999995,1.0,True
95,1,1,1,1,1,0.40000000000000002,0.59999999999999998,0.80000000000000004,0.32000000000000006,0.31999999999999995,1.0,True
96,1,1,1,1,1,0.40000000000000002,0.59999999999999998,0.80000000000000004,0.32000000000000006,0.31999999999999995,1.0,True
97,1,1,1,1,1,0.40000000000000002,0.59999999999999998,0.80000000000000004,0.080000000000000016,0.31999999999999995,1.0,True
98,1,1,1,1,0,0.40000000000000002,0.59999999999999998,0.20000000000000001,0.080000000000000016,0.68000000000000005,0.0,False
99,1,1,1,1,0,0.40000000000000002,0.59999999999999998,0.20000000000000001,0.080000000000000016,0.68000000000000005,0.0,False
